*y  x1  x2
   1   20.093680000    1.473263000    0.005931141
   2   13.490370000    0.852525700    0.937081700
   3    3.681978000   -0.182050200   -0.496799000
   4    2.481973000   -0.052115420   -0.364450700
   5   -0.950000000   -0.453364300    0.518093600
   6   13.620010000    1.070938000   -0.229574700
   7   -0.950000000   -0.683810300   -0.545516600
   8    9.491064000    0.802205100    0.252446300
   9   12.683090000    0.983477400   -0.168019000
  10    9.905642000    0.938275500    0.988153800
  11   -0.950000000   -0.538441200    0.700009900
  12   -0.018787380   -0.328531700   -0.208326400
  13   -0.950000000   -0.580377500    0.324446300
  14   -0.950000000   -0.473961300    0.320079200
  15   10.991000000    0.689992300   -0.694358700
  16    1.367266000    0.274376100   -0.011445620
  17   -0.950000000   -0.511990700    1.031637000
  18   -0.950000000   -1.097554000    0.099307340
  19   -0.950000000   -0.792910700   -1.165224000
  20   -0.950000000   -0.343090400    0.006012807
  21   10.558400000    0.998727400   -1.289806000
  22    3.462964000    0.579741300    0.371156800
  23   -0.195652100    0.231435300    0.980399600
  24   -0.950000000   -0.078845810    0.683883700
  25   -0.950000000   -1.149990000   -0.783238500
  26   -0.950000000   -0.480104300    0.381856300
  27   -0.950000000   -1.668440000   -0.769460200
  28    0.651790700   -0.021237900   -0.886261300
  29    0.711919900    0.288107200    0.381439700
  30   -0.950000000    0.344169500    0.682365900
  31   -0.950000000   -1.060807000    1.312815000
  32   -0.950000000   -1.448487000    0.517451400
  33   -0.338366400    0.329165300    1.415834000
  34   22.192030000    1.742125000    0.372376200
  35    7.497298000    0.289522900   -0.531742500
  36   -0.950000000   -1.176286000   -1.174610000
  37   -0.950000000   -1.259168000    1.768833000
  38    9.064590000    0.364387200   -1.002060000
  39   -0.950000000   -0.983389300   -0.042365750
  40    0.312008000    0.439500300    1.053953000
  41   -0.950000000   -0.124395700    1.378114000
  42    6.705633000    0.464345500    1.453983000
  43    3.254403000    0.045101910   -0.091066680
  44    4.727175000    0.203321300    0.636322500
  45   -0.063669920   -0.023255190    0.683505200
  46   -0.950000000   -0.794826500   -0.307703400
  47   -0.950000000   -0.818631800    1.973284000
  48   -0.950000000   -1.495128000   -0.203543900
  49   -0.950000000    0.224048200    1.535580000
  50   -0.950000000   -1.015169000    0.708622000
  51   -0.950000000   -0.835556400    0.909218800
  52   12.058020000    0.775872200    0.142741400
  53   -0.950000000    0.013552200    1.297969000
  54    5.069054000    0.265587000   -0.126002900
  55   -0.950000000   -0.715700400   -0.906360100
  56   16.044440000    0.850973200   -1.876103000
  57   -0.557572200   -0.139025500   -1.443484000
  58   -0.950000000    0.126685500    1.159211000
  59    1.502365000    0.539109000    1.745189000
  60   -0.950000000   -0.278601100    0.305659100
  61   -0.950000000   -1.264432000   -0.933118600
  62   -0.950000000   -0.020053830    0.064303060
  63   -0.749406100    0.478437300   -0.359151600
  64    2.208346000    0.735806800   -0.359612200
  65    6.094120000    0.634237700   -1.918109000
  66   -0.950000000   -0.683313400   -0.034534150
  67    4.382416000    1.113263000    0.164175400
  68   -0.950000000    0.131841900   -0.474672600
  69   -0.950000000   -0.692396300   -1.527701000
  70   -0.950000000   -1.391813000   -0.754833200
  71   -0.950000000   -1.857100000    0.023646650
  72   -0.950000000   -0.146886400   -0.245995500
  73   -0.950000000   -1.583677000   -0.779980300
  74   -0.950000000   -1.016648000    0.237623800
  75   -0.950000000    0.088383570   -0.533993400
  76    6.737353000    0.473892000   -1.806012000
  77    2.014244000    0.620695300    0.936715100
  78   -0.950000000   -1.600567000    0.114593900
  79   -0.950000000   -0.706237900    0.961336400
  80   -0.950000000   -1.091883000    0.703697600
  81   -0.950000000    0.352119600    0.613536000
  82   -0.950000000   -0.426167200    0.494381600
  83   -0.950000000    0.004257608   -0.191943100
  84    3.273641000    0.654495300    0.071583080
  85   -0.950000000   -1.464584000   -1.830886000
  86   -0.950000000   -0.920930600   -0.091167240
  87   -0.950000000   -0.097726900    0.991249900
  88    2.263982000    0.646609700   -1.515061000
  89   -0.950000000   -1.293999000    0.215931900
  90   -0.617031500    0.072595170   -0.621343700
  91    3.799033000    0.344741900    1.102700000
  92   -0.950000000   -0.509051400   -1.293205000
  93   -0.950000000   -0.142264200    0.293362000
  94    3.867983000    0.484457900    0.028167780
  95   -0.950000000   -0.430884300   -0.375242400
  96   -0.424016200   -0.055766750    1.277995000
  97   -0.950000000   -0.519362200    1.369226000
  98    1.345536000   -0.037498810   -0.346711600
  99    3.557635000    0.161280800   -0.380386600
 100    5.665239000    0.746132500    0.756037700
 101    7.735247000    1.274695000    1.735984000
 102   -0.950000000   -0.908235100   -1.671824000
 103   -0.950000000   -0.716469600   -1.838721000
 104    5.614241000    0.360014400    0.168998600
 105   -0.555176700   -0.302829600   -0.408750500
 106   -0.950000000   -0.237233300    0.917713500
 107    4.112646000    0.435855100   -0.442349700
 108    9.777445000    1.255636000   -0.488754500
 109   -0.950000000   -0.703352500   -1.217602000
 110    7.897383000    0.853969700    0.136990500
 111   10.836100000    0.979175200   -0.289498900
 112   -0.950000000   -0.564611700   -0.393235900
 113    1.957462000    0.129696800   -1.746034000
 114   -0.950000000   -0.825229600    1.089289000
 115   -0.950000000   -0.658906800    0.920667400
 116   -0.950000000    0.501013900    0.793564300
 117   -0.950000000    0.027013630   -1.484610000
 118    3.293584000    0.641710300   -0.585307200
 119   -0.950000000   -0.335278700    0.286300600
 120   -0.950000000   -1.304046000    0.240091500
 121   -0.950000000   -0.885811800    0.948789000
 122   -0.950000000   -0.516803400   -0.628873200
 123   -0.950000000   -0.436265800   -0.176092000
 124    4.355269000    0.378576600    0.449598300
 125   -0.950000000   -0.828872400   -0.078919340
 126    6.677777000    0.577219200   -0.162824600
 127   -0.631975200   -0.249395200   -0.014663400
 128    0.278488500   -0.219404400   -0.808286900
 129    2.894257000    0.194759900    0.430376200
 130   -0.612671200   -0.240221300    0.781869300
 131   12.872330000    1.248778000   -0.481465300
 132   -0.163572800   -0.047427500    0.206956800
 133   14.312780000    1.311491000    0.918197200
 134    4.907012000    0.272648900   -0.700527400
 135   11.287690000    0.716131500   -0.736580900
 136    9.217275000    0.968333400   -1.244928000
 137   -0.950000000   -0.235947300   -1.907427000
 138   -0.950000000   -0.584241800   -0.502210300
 139   -0.950000000   -0.020022010    0.680689100
 140   -0.950000000   -0.769114500    1.546673000
 141   15.463690000    1.427277000   -0.083310820
 142   -0.950000000    0.244142900    0.776873300
 143   -0.950000000   -0.294628100   -0.748072000
 144   -0.950000000   -0.702627000    0.754838600
 145   -0.950000000    0.244349700    0.835718700
 146   -0.153128500    0.224511300    0.332885800
 147   -0.950000000   -0.815399200   -0.297609700
 148   -0.950000000   -1.523474000    0.190423100
 149   -0.950000000   -0.409236500   -1.255558000
 150    1.315410000    0.151412200   -0.643813500
 151   -0.950000000   -1.501439000    0.368371400
 152   -0.950000000   -1.389321000    1.121639000
 153    2.193329000    1.232939000    1.460143000
 154   -0.950000000   -0.863357200   -0.044583520
 155   12.694880000    1.000439000   -0.495967700
 156   -0.950000000   -0.605657700   -0.063136750
 157    6.656325000    0.410538100   -0.706380200
 158   -0.950000000   -1.629275000    0.602834600
 159    9.725376000    1.046236000    0.286617500
 160   16.419010000    1.885818000    0.218336100
 161    1.817433000    0.505017800   -0.074216590
 162   -0.950000000   -0.026128940    1.737831000
 163    2.420327000    0.282839100    0.322370300
 164   -0.950000000   -0.583458600   -0.250531800
 165   -0.378495900   -0.086792700    0.424809300
 166   -0.950000000   -0.594202300    0.460176000
 167   -0.950000000   -1.408205000    1.108734000
 168   -0.950000000   -1.435543000    0.504343200
 169   -0.950000000   -1.021186000    1.639599000
 170   -0.950000000    0.131081400    1.347509000
 171    3.638249000    0.292557000   -0.400349500
 172   -0.950000000   -0.317479500    1.996172000
 173   10.225720000    1.142921000    0.316407800
 174   -0.950000000   -0.635518700   -1.103307000
 175    4.347531000    0.121180000   -0.966365900
 176   -0.950000000   -0.680307000   -0.239533200
 177    0.329943800   -0.148745200   -0.241201700
 178   -0.950000000   -1.137283000   -0.187122000
 179   -0.924765400   -0.203611400   -0.548729700
 180    7.720714000    0.677143800   -0.838684600
 181    3.518355000    0.578465700    0.199585900
 182   -0.950000000   -0.789979100    0.082044840
 183    6.956811000    0.720751300   -0.212673300
 184   -0.950000000   -0.264820700   -0.424849300
 185    0.071810750    0.303449600   -0.193172800
 186   -0.567718900    0.008682227   -0.449620200
 187   -0.950000000   -0.523812800   -1.138799000
 188    2.914696000    0.535489100    0.351984900
 189    0.221982100    0.291142100   -0.884608700
 190   -0.950000000   -0.131548100   -0.744619500
 191    1.699482000    0.531767500    0.050217910
 192   -0.950000000   -1.266649000    0.544138500
 193   -0.950000000   -1.077407000   -0.839318900
 194   -0.950000000   -0.493586100   -1.004301000
 195   -0.950000000   -0.891177100    0.976544500
 196   -0.950000000   -0.494696400    0.989888400
 197   11.799560000    0.882542200   -0.535211500
 198   11.600160000    1.260392000    0.440824500
 199    9.327356000    0.816551700   -0.083533640
 200   -0.820433600   -0.329024300    1.001124000
 201   10.196700000    1.200542000    0.646796400
 202   -0.950000000   -0.576930700    1.054116000
 203   -0.950000000   -0.972880400   -1.473510000
 204   -0.661425900   -0.137179400   -0.238424700
 205    1.692125000   -0.235037700   -0.919018400
 206   -0.294621500   -0.239047200    0.967267400
 207   -0.466706600   -0.411673700   -1.020962000
 208   -0.950000000   -1.478291000    1.809142000
 209   18.778150000    1.472025000   -0.920675100
 210   -0.950000000   -0.862246200    0.411550800
 211   14.716170000    1.360390000    0.494572400
 212    1.657536000   -0.280515700   -0.692834200
 213   11.014270000    0.992863800    1.374640000
 214   -0.950000000   -0.606166100   -0.172873200
 215    9.871344000    0.588703000   -0.226611500
 216   11.930300000    1.023998000    0.091499540
 217    9.765828000    0.777869900    0.388845700
 218   11.550970000    0.383021200   -1.586208000
 219   12.699460000    0.843358000   -0.233005700
 220   -0.950000000   -0.197610800    1.062740000
 221   -0.203229300   -0.602293200    0.161618900
 222    4.920548000    0.167110400   -0.635125800
 223   -0.950000000   -0.655623300    1.043601000
 224   10.559360000    1.353466000    1.334228000
 225   12.071800000    0.658807200   -1.440815000
 226   -0.950000000   -1.147905000   -1.461607000
 227    5.457124000    0.721435300    0.402668600
 228   -0.047221050   -0.188676300   -0.824289100
 229   -0.950000000   -0.245399500    0.181765200
 230   -0.950000000   -0.512629400   -1.290535000
 231   -0.950000000   -1.954514000    1.454537000
 232   -0.950000000   -0.076255220    0.212825300
 233   18.029410000    1.320867000   -1.660834000
 234   -0.014650350    0.007780223   -0.157546000
 235   -0.950000000   -0.630778800   -0.635556000
 236    2.723445000    0.292520800    1.095231000
 237   15.054130000    1.176109000    1.833262000
 238   10.167220000    1.236199000    0.728568100
 239   -0.689986500   -0.009144222   -0.182517100
 240   -0.950000000   -1.092603000   -0.051498910
 241   -0.950000000   -0.990049700   -1.783880000
 242    3.985023000    0.813841200    1.202079000
 243   -0.950000000   -0.970353100    0.281537600
 244   -0.950000000   -0.613880700    0.688517200
 245    5.931894000    1.277303000    0.465539500
 246    5.719511000    0.892720900   -1.515904000
 247    3.690440000    0.297834300   -1.111513000
 248   -0.950000000   -0.592016600    1.077313000
 249   -0.950000000   -0.715139000   -1.018380000
 250   -0.950000000   -0.621518200   -0.302894200
 251   -0.950000000   -0.678832300   -1.364518000
 252    1.743721000    0.132118400   -1.756045000
 253    5.635714000    0.800949000    1.089522000
 254   21.274730000    1.897520000    0.062049070
 255   -0.950000000    0.047888250   -0.750493800
 256   -0.950000000   -1.149832000    0.922546800
 257    0.339060600    0.285156400    0.529355600
 258   -0.950000000   -0.656228800   -0.140761500
 259   -0.950000000   -0.408090600   -0.245054500
 260    9.017312000    0.943468800   -0.264792900
 261   10.928490000    1.463943000    0.330184300
 262    8.578505000    0.757020700    0.307181200
 263    5.911336000    0.425106300   -0.266033700
 264    6.733804000    0.746189000    0.293506300
 265    5.066363000    0.052615320   -0.687693300
 266    5.880788000    0.157978700   -1.131381000
 267    5.295877000    0.354014300    0.692222100
 268    1.957119000   -0.000804218   -0.336994300
 269   14.941400000    1.521130000    0.320053500
 270   -0.333101900   -0.115600100    0.367680800
 271   -0.950000000   -0.347501400    0.209540300
 272   -0.950000000   -0.935649200    0.787958400
 273    1.565239000    0.536168900    0.029529680
 274    0.755743800   -0.012758260   -0.940903100
 275   -0.950000000   -1.146030000    0.525456500
 276   -0.950000000    0.059168850   -0.231596400
 277    3.415593000    0.397785600    0.347318000
 278   -0.950000000   -1.543073000   -0.887420200
 279   -0.950000000    0.601314300    1.107174000
 280   -0.950000000   -1.581990000   -1.206495000
 281   -0.950000000   -0.589238200    0.177128600
 282   -0.950000000   -0.832601000    0.338207400
 283   -0.950000000   -0.194459500   -0.339942400
 284    8.255036000    0.824088800   -0.830385200
 285   10.637580000    1.225024000    0.099915790
 286   -0.950000000   -0.738314400   -1.562769000
 287   19.314650000    1.417423000   -0.528316900
 288    4.409061000    0.125730600    0.110736100
 289   10.648650000    0.999229200    1.054990000
 290   11.420670000    0.626083900   -0.867001400
 291   -0.950000000   -1.231413000   -0.305190600
 292    5.062481000    0.082490850   -0.044144420
 293    5.671229000   -0.164296400   -1.476367000
 294    8.711650000    0.646520100   -0.562015700
 295   14.615060000    0.855625000    1.191016000
 296    8.551865000    0.670970300    0.251761000
 297    8.347948000    0.595614600    1.974620000
 298   11.841450000    1.023282000    0.564574700
 299   -0.950000000   -0.649773700   -0.203953300
 300    5.356464000    0.452682500    1.682645000
 301   -0.950000000   -1.757065000   -0.500023400
 302   -0.950000000   -0.922989800    0.317567200
 303   -0.950000000   -0.358338100    0.341156100
 304   -0.950000000   -1.131053000    1.225049000
 305    0.580790800    0.163760200   -1.983123000
 306   -0.950000000   -0.089066220    0.524747100
 307   -0.794683500    0.512585700    0.582875300
 308   -0.950000000   -0.305829500   -0.753625400
 309   -0.950000000   -0.272292300    0.847777600
 310   -0.950000000   -1.265761000    0.314760200
 311   -0.950000000   -1.163330000    0.154680200
